àbac	ábaco
assemblea	
assembleista	
assentament	
assentament d'obertura	
assentament registral	
assentiment	
assenyalador	
assenyalament	
assequibilitat	
asserció	
asserenament	
assertivitat	
assessor	
assessorament	
assessoria	
assetjament	
assetjament psicològic	
asseveració	
assibilació	
assiduïtat	
assignació	
assignatura	
assimilació	
assiri	
assiriologia	
assistència	
assistent	
assoc.	
associació	
associacionisme	
associacionista	
associat	
associativitat	
assolament	
assoliment	
assonància	
assortidor	
assortiment	
assossec	
assot	
assotament	
assumpció	
assumpte	
assumpte institucional	
assut	
assutzena	
ast	
asta	
astacicultura	
astàsia	
àstat	ástato
asteca	
astènia	
astenosfera	
àster	
asterisc	
asterisme	
asteroide	
astigmàtic	
astigmatisme	
astiller	
astor	
astorament	
astracan	
astràgal	
astre	
astricció	
astringència	
astringent	
astrobiologia	
astroblema	
astròcit	
astrofísic	
astrofísica	
astrolabi	
astròleg	
astrologia	
astrometria	
astronau	
astronauta	
astronàutica	
astrònom	
astronomia	
astúcia	
àstur	
asturià	
asturlleonès	
atac	ataque
atacamita	
atacant	
atac de cor	
atanor	
ataràxia	
ataronjat	
atauric	
atavisme	
atàxia	
ateisme	
atelèctasi	
àteles	
atemporalitat	
atemptat	
atenció	
atendència	
atenès	
ateneu	
atenuació	
atenuant	
ateroma	
aterosclerosi	
aterratge	
atestació	
atestat	
atetosi	
ateu	
àtic	
aticisme	
atímia	
atipicitat	
atlant	
atlàntic	
atlantisme	
atlantista	
atlas	
atles	
atleta	
atletisme	
atmosfera	
atol	
atol·ló	
àtom	átomo
atomicitat	
atomisme	
atomista	
atomització	
atomitzador	
atonalitat	
atonia	
atòpia	
atordiment	
atorgament	
atovó	
ATP	
atracador	
atracament	
atracció	
atractiu	
atractivitat	
atrafegament	
atrapament	
atrèpsia	
atrèsia	
atreviment	
atri	
atribució	
atribut	
atrició	
atrinxerament	
atrocitat	
atròfia	
atropellament	
atropina	
ATS	
att.	
attrezzo	
atuell	
atur	
aturada	
aturament	
aturat	
atzabeja	azeviche
atzagaiada	
atzar	acaso
atzavara	
atzembla	
atzerola	
atzeroler	
atzucac	
atzur	
atzurita	
au	
aualé	
audàcia	
audibilitat	
audició	
audiència	
audímetre	
àudio	
audiòfon	
audiofonologia	
audiofreqüència	
audiograma	
audiologia	
audiòmetre	
audiometria	
audioprotètic	
audioprotetista	
audiovisual	
auditor	
auditori	
auditoria	
aufrany	
auge	
augita	
augment	
augment de prima	
àugur	
auguració	
auguri	augúrio
august	
augustinisme	
aula	
aulari	
aura	
au rapinyaire	
aurèlia	
aurèola	
aurícula	
auricular	
aurificació	
auriga	
auró	
aurora	aurora
auscultació	
auspici	
austenita	
austeritat	
australià	
australopitec	
austríac	
autarquia	
autenticació	
autenticitat	
autentificació	
autisme	
autista	autista
auto	
autoabsorció	
autoacusació	
autoafirmació	
autoajuda	
autoanàlisi	
autoaprenentatge	
autoassistència	
autoavaluació	
autobarem	
autobaremació	
autobiògraf	
autobiografia	
autobomba	
autobombo	
autobús	
autocar	
autocaravana	
autocategorització	
autocensura	
autocine	
autocinema	
autoclau	
autocomplaença	
autocompromís	
autoconcepte	
autoconeixement	
autoconfiança	
autoconfiguració	
autoconsciència	
autoconsulta	
autoconsum	autoconsumo
autocontenció	
autocontrol	
autocorreció	
autocràcia	
autòcrata	
autocreació	
autocrítica	
autodefensa	
autodepuració	
autodestrucció	
autodeterminació	
autodeterminista	
autodiagnòstic	
autodidacte	
autodisciplina	
autodomini	
autòdrom	
autoecologia	
autoedició	
autoeditor	
autoeducació	
autoempelt	
autoengany	
autoentrevista	
autoescola	
autoestima	
autoestop	
autoestopista	
autoexcitació	
autoexclusió	
autoexigència	
autofactura	
autofacturació	
autofàgia	
autofinançament	
autoformació	
autogàmia	
autogenerador	
autogestió	
autogir	
autogovern	
autògraf	
autografia	
autohemòlisi	
autoinculpació	
autoinducció	
autoionització	
autoisolament	
autolesió	
autolimitació	
autoliquidació	
autòlisi	
automació	
autòmat	
automàtica	
automaticitat	
automatisme	
automatització	
automatrícula	
automedicació	
autometralladora	
automòbil	
automobilisme	
automobilista	
automoció	
automorfisme	
automotivació	
automotor	
automutilació	
autònim	
autònom	
autonomia	
autonomisme	
autonomista	
autoocupació	
autoorganització	
autooxidació	
autopassada	
autopista	
autoplàstia	
autoproclamació	
autopromoció	
autopropulsió	
autoprotecció	
autoproveïment	
autòpsia	
autopublicació	
autopublicitat	
autoqüestió	
autor	
autor del crim	
autorealització	
autoreferència	
autoreferencialitat	
autoreflexió	
autoregeneració	
autoreglamentació	
autoregressió	
autoregulació	
autorepresentació	
autoreproducció	
autoresponsabilitat	
autoretrat	
autoria	
autoritarisme	
autoritat	
autorització	
autosatisfacció	
autoscòpia	
autoservei	
autosoma	
autosuficiència	
autosuggestió	
autosupervisió	
autotomia	
autotransformador	
autotransfusió	
autotròfia	
autotutela	
autovaccí	
autovaccinació	
autovaloració	
autovia	
autovigilància	
autunita	
auxili	
auxiliar	
auxiliar de cuina	
auxina	
av.	
aval	
avalador	
avalista	
avalot	
avaluació	
avaluació d'experts	
avanç	
avançada	
avançament	
avançament d'extracte	
avantatge	
avantbraç	
avantcambra	
avantcor	
avantguarda	
avantguardisme	
avantguardista	
avantjudici	
avantmuralla	
avantpassat	
avantport	
avantprojecte	
avantsala	
avanttrèn	
avar	
àvar	ávaro
àvar	ávaro
àvar	avar
avarada	
avaria	avaria
avarícia	
avassallament	
avatar	
AVE	
avellana	
avellaneda	
avellaner	
avemaria	
avena	
avenc	
avenç	
avenir	
aventura	aventura
aventurer	
aventurina	
aventurisme	
averany	
averroisme	
aversió	
avèstic	
avet	
avetar	
aviació	
aviador	
avicultor	
avicultura	
avidesa	
avieta	
avifauna	
avilès	
avinença	
avinentesa	
avinguda	
avió	avião
avió de passatgers	
avió de reacció	
avioneta	
aviònica	
avís	aviso
avitaminosi	
avituallament	
avivament	
AVL	
avocació	
avorrició	
avorriment	tédio
avortament	
avortament natural	
avortí	
avortista	
AVS	
AVT	
avulsió	
axil·la	
axiologia	
axioma	
axiomatització	
axis	
axó	
axolot	
axonometria	
ayahuasca	
azalea	
azeòtrop	
azerbaidjanès	
àzeri	
àzig	
azimut	
azina	
azobenzè	
azole	
azol·la	
azoospèrmia	
azot	
azotèmia	
azotur	
azotúria	
azulè	
b	
babau	
babel	
﻿babel	
babiloni	
bable	
babord	
babuí	
babutxa	
baca	
bacallà	bacalhau
bacanal	
bacant	
bacarà	
bacil	
bacitracina	
backgammon	
bacora	
bacteri	
bactèria	
bacteriòfag	
bacteriòleg	
bacteriologia	
bactrià	
bàcul	
badaine	
badall	bocejo
badia	baía
badiu	
bàdminton	
badoc	
baf	
bagàs	
bagassa	
bagatel·la	
bagatge	
baguet	
bagul	
bahamià	
baia	
baieta	
baina	
bainita	
baioneta	baioneta
baix	
baixa	
baixada	
baixador	
baixamar	
baixant	
baix de sorra	
baixesa	
baixista	
baixkir	bachquir
baixkir	bachquir
baixkir	bachquir
baix nivell	
baixó	
baix relleu	
bajanada	
bala	
balada	
baladre	
balafiament	
balalaica	
balanç	
balança	
balanceig	
balancí	
balast	
balboteig	
balbuceig	
balcànic	
balcanització	
balcó	
balconada	
balda	
baldament	
baldaquí	
baldric	
baldufa	
balear	
balena	
balener	
baliga-balaga	
balinès	
balisa	
balística	
ball	
ballador	
ballarí	
ballaruga	
ballarugues	
ballesta	
ballester	
ballet	
balma	
balneari	balñaei
balneoteràpia	
baló	
balsa	
bàlsam	
bàltic	
baluard	
baluern	
baluerna	
balustrada	
balustre	
bambolina	
bambolla	
bambú	
ban	
banalitat	
banalització	
banana	
banana mascle	
bananer	
banc	
banca	
bancada	
bancal	
bancarrota	
banc dels acusats	
banda	
bandada	
banda sonora	
bandejament	
bandera	bandeira
banderer	
bandereta	
banderilla	
banderola	
bandidatge	
bandit	
bàndol	
bandoler	
bandolerisme	
bàner	
bangladeshià	
banjo	
banquer	
banquet	
banqueta	
banquisa	
banús	
bany	
banya	corno
banyada	
banyador	
banyarriquer	
banyera	banheira
banyera d'hidromassatge	
banyista	
banyó	
baptisme	
baptisteri	
baquelita	
baqueta	
bar	
baralla	
barallós	
barana	
barata	
barator	
barb	
barba	
barbacoa	
barbadià	
barballera	
bàrbar	
barbàrie	
barbarisme	barbarismo
barbaritat	
barber	
barberia	
barbeta	
barboteig	
barbotina	
barca	
barca de motor	
barca de pesca	
barcarola	
barcassa	
barceloní	
barcelonisme	
barcelonista	
barco	
bard	
barem	
baremació	
barguenyo	
bari	bário
baricentre	
barió	bárion
barita	
baríton	
barjola	
bàrman	
barnús	
baró	barão
barògraf	
baròmetre	
baronia	
barquer	
barqueta	
barra	
barrabassada	
barraca	
barracó	
barracot	
barra d'eines	
barranc	
barranquisme	
barraquisme	
barreja	
barreja d'extractes	
barrejat	
barrera	
barrera de seguretat	
barret	chapéu
barreta	
barret de copa	
barreter	
barri	bairro
barriada	
barrica	
barricada	
barril	
barrilet	
barril petit	
barrina	
barrinador	
barrinaire	
barri xinès	
barroc	
Barroc	
barroer	
barroeria	
barroquisme	
barrot	
barrufeig	
barrufet	estrumpfe
basa	
basalt	
basament	
basar	
basc	
bascòfon	
bàscula	
base	
base aèria	
base de dades	
basicitat	
basílica	
basofília	
bàsquet	
basquetbol	básquete
bassa	
bassal	
basseta	
bastard	 ilegítimo
bastardia	
bastarna	
baster	
bastida	andaime
bastidor	
bastiment	
bastió	
bastó	bengala
bastonada	
bastoneig	
bastonera	
bastonet	
bat	
bata	
batall	badalo
batalla	batalha
batalló	
batata	
batàvia	
batec	
batedor	
batedora	liquidificador
bateig	
batent	
bateria	
batí	
batibull	
batiscaf	
batista	
batlle	
batòlit	
batolla	
batuda	
batussa	
batut	
batuta	
batxiller	
batxillerat	
batzac	
batzegada	
baud	
baula	
bauxita	
bava	
bavarès	bávaro
bavarès	bávaro
bavosall	
BBC	
BBDD	
BBK	
BBV	
BBVA	
BCE	
BCH	
be	
bé	bem
bé arrel	
beat	
beateria	
beatificació	
bebè	
bec	bico
beca	
becada	
becaina	
becaire	
becari	
bec de Bunsen	
bec de Meker	
bec de Teclú	
beceroles	
becquerel	
bé demanial	
bedoll	
beduí	
begònia	
beguda	
beguda espirituosa	
behaviorisme	
bé immoble	
beina	
beisbol	
beix	
beixamel	
bel	
belga	
belicisme	
belizià	
bellesa	beleza
belles arts	
bel·licista	
bel·licositat	
bel·ligerància	
bellota	
belluguet	
bemoll	
bena	
benaurança	
benchmarking	
benedicció	
benefactor	
beneficència	
benefici	
beneficiari	
benefici net	
benentès	
beneplàcit	
benestar	bem-estar
benevolença	
benevolència	
benfiquista	
benfluorex	
bengala	
bengalí	bengali
bengalina	
benignitat	
benimerí	
beninès	
benjamí	
béns de guanys	
bentonita	
bentos	
benvinguda	
benzè	
benzina	
benzinera	
benzodiazepina	
benzopirè	
beoci	
bé patrimonial	
berber	
berenador	
berenar	
bergamota	
bergant	
beril	
beril·li	berílio
berkeli	berquélio
berlina	
berlinès	
berma	
bermudià	
bernat pescaire	
berruga	
bes	
besada	
besamans	
besavi	bisavô
bescanvi	
bescanviador	
bescoll	
bescuit	
bé seent	
beset	
besllum	
besoncle	tio-avô
bessó	gêmeo
bestia	tia-avó
bèstia	
bestialitat	
bestiar	
bestiari	
bestiesa	
bestiola	
bestreta	
best seller	
best-seller	
besuc	
beta	
betacisme	
betatró	
bètic	
betum	
betzoar	
beuratge	
beutat	
bevedor	
bhutanès	
biaix	
biatló	
bibelot	
biberó	
bibl.	
bíblia	
bibliòfil	
bibliògraf	
bibliografia	
bibliografia web	
bibliometria	
biblioteca	
bibliotecari	
biblioteconomia	
bicameralisme	
bicameralitat	
bicampió	
bicapa	
bicapitalitat	
bicarbonat	
bicentenari	
bíceps	
bici	
bicicleta	
bicicleta de mà	
bicicleta de muntanya	
bicicleta tot terreny	
bicocció	
bicomunitat	
bidell	
bidet	
bidimensionalitat	
bidireccionalitat	
bidó	
biela	
bielorús	
biennal	
bienni	
bifaç	
bífidus	
bifòbia	
bifoli	
bifurcació	
biga	
bigam	
bígam	
bigàmia	
big band	
big bang	
bigot	
bigotera	
bigoti	
bigrama	
bigudí	
bigueta	
bijecció	
bijuteria	
bilateralisme	
bilateralitat	
bilbaí	
bilingüe	
bilingüisme	
bilió	bilião
bilirubina	
bilis	
billar	
bimestre	
bimoneda	
bimotor	
binació	
bingo	
binomi	
bioacumulació	
biocarburant	
biocenosi	
biocibernètica	
biocida	
biocombustible	
biocompatibilitat	
biocorrent	
biodegradabilitat	
biodegradació	
biodièsel	
biodisponibilitat	
biodiversitat	
bioelectricitat	
bioelement	
bioenergètica	
bioenergia	
bioestratigrafia	
bioetanol	
bioètica	
biofilm	
biofísic	
biofuel	
biofumigació	
biogàs	
biogeografia	
biògraf	
biografia	
bioindicador	
biòleg	
biolíquid	
biologia	biologia
bioluminescència	
bioma	
biomassa	
biomatemàtica	
biomaterial	
biomecànica	
biomedicina	
biometà	
biometria	
biomolècula	
bionda	
bioneteja	
biopatentabilitat	
biopel·lícula	
biopolímer	
biòpsia	
bioquímic	
bioquímica	
bioreacció	
bioreactor	
bioresidu	
bioritme	
BIOS	
bioseguretat	
biosfera	
biosíntesi	
biotecnologia	biotecnologia
bioterrorisme	
biotip	
biotita	
biòtop	
biotoxina	
bioturbació	
biovigilància	
bioxip	
biozona	
bipartició	
bipartidisme	
bipartidista	
bípede	
bipedestació	
bipedisme	
biplà	
bipolaritat	
bipolarització	
biquini	
birefringència	
birmà	
birret	
bisbat	
bisbe	bispo
biscaí	
biscota	
bisecció	
bisectriu	
bisell	
bisexualitat	
bisfosfat	
bismut	bismuto
bisó	
bistec	
bisturí	
bisulfit	
bit	
bitàcola	
bíter	
bitlla	
bitllet	
bitllet de loteria	
bivac	
bizantí	
bizantinisme	
blackjack	
bladar	
blanc	branco
blancor	
blanor	
blanqueig	
blanquer	
blanqueria	
blasfèmia	
blasó	
blasonament	
blast	
blastema	
blastocel	
blastòcit	
blastoderma	
blastòmer	
blàstula	
blat	trigo
blatdemorar	
blat de moro	milho
blat negre	
blau	
blauet	
blaugrana	
ble	
bleda	
blefaritis	
bleix	
blenda	
blennorràgia	
blet	
blet blanc	
blindatge	
blíster	
bloc	
blocaire	
blocatge	
blocaus	
bloc de cases	
bloc de paper	
blocosfera	
blog	
bloguer	
bloqueig	
blues	
bluf	
BME	
BMR	
BMW	
BNG	
BNP	
bo	
boa	
bobina	
bobinatge	
bobsleigh	
boc	
boca	boca
bocada	
bocamàniga	
boc emissari	
boc expiatori	
bocí	
bocinada	
boda	
bodega	porão
bodegó	
bodegonista	
bodeguer	
bodi	
BOE	
bòfia	
boga	
bogeria	
bohemi	
boia	boia
boiar	
boicot	
boig	
boina	
boira	névoa
boirina	
boirum	
boix	
bol	
bola	
bolcada	
bolet	
boleta	
bòlid	
bolígraf	
bolívar	
bolivià	
bolonyès	
bolquer	fralda
bolquet	
bolxevic	
bolxevisme	
bomba	bomba
bomba	bomba
bomba	bomba
bomba clúster	
bomba de buidatge	
bomba de dispersió	
bomba de raïm	
bombament	
bombardeig	bombardeio
bombardeig de Guernica	
bombarder	
bombardí	
bombardó	
bomber	bombeiro
bombeta	
bombo	bombo
bombó	
bombolla	
bombolla de sabó	
bombona	
bona lluna	
bonança	
bona oïda	
bonapartisme	
bonaventura	
bonda	
bondat	
bones festes	
bonet	
bongo	
bon gust	
bonificació	
bon Nadal	
bonobo	
bonollibre	
bonsai	
bonus-malus	
bony	
bonze	
boom	
BOP	
BOPB	
bor	boro
boracita	
borat	
bord	
bordegàs	
bordell	
bordeus	
bordó	
bordonadora	
borgonyó	
borinot	
borla	
borm	
BORME	
born	
borneig	
borni	
bornita	
borrall	
borrasca	
borrascall	
borratja	borragem
borratxera	
borratxo	
borreguisme	
borrissol	
borsa	
borsa de valors	
borseguí	
borsista	
borumballa	
bosc	floresta
boscany	
boscatge	
bosc baix	
bosc de rebrot	
bosnià	bósnio
bosnià	bósnio
bosnià	bósnio
bosó	bóson
bosquet	
bossa	
bossa biodegradable	
bossa col·lectora	
bossa d'aigua calenta	
bossa d'aigües	
bossa d'aire	
bossa d'anar a comprar	
bossa d'aspiració	
bossa de brossa	
bossa de fem	
bossa de golf	
bossa de la compra	
bossa de mà	
bossa de menjar	
bossa de pa	
bossa de paper	
bossa de pell	
bossa de plàstic	
bossa de plecs	
bossa de pobresa	
bossa de roba	
bossa d'escombraries	
bossa de viatge	
bossa nova	
bossa tèrmica	
bossa testicular	
bossa transparent	
bosseta	
bot	
bota	
botana	
botànic	
botànica	
botavara	
bot de scull	
botella	
botelló	
boterell	
boteria	
botí	
botifarra	
botiga	loja
botiga de joguets	
botiga de joguines	
botiga de queviures	
botiguer	
botija	
botó	botão
botonadura	
botorn	
botswanès	
botulisme	
botxí	carrasco
botzina	
bou	touro
boutique	
bovalar	
bovarisme	
bòvid	
box	
boxa	boxe
boxador	
boxejador	
boxes	
boy scout	
braç	braço
braça	
braçalet	
bràctea	
bradicàrdia	
bradicinina	
braguer	
bragues	
braille	
bramit	
branc	
branca	ramo
brancal	
brancatge	
brandi	
branqueta	
brànquia	
branquilló	
braó de porc	
braquistòcrona	
brasa	brasa
brasiler	
brau	
bravata	
bravesa	
bravura	
brea	
brec	
brega	
brèndola	
bresca	
bresquilla	
bresquillera	
bressol	cunha
bretó	bretão
bretó	bretão
bretó	bretão
brètol	
bretolada	
bretxa	
bretxa de gènere	
brevetat	
breviari	
Brexit	
bri	
bricolatge	
brida	
bridó	
brífing	
brigada	
brigadier	
brigadista	
brillant	
brillantor	
brillantor de pantalla	
brindis	
briòfit	
brioix	
brioixeria	
briqueta	
brisa	
britànic	
briva	
brivall	
broc	
broca	
brocal	
brocat	
bròcoli	
brodador	
brodat	bordado
brogit	
broiler	
brollador	
brom	bromo
broma	
bromació	
bromat	
bromatologia	
bromera	
bromista	
bromotimol	
bromur	
bronca	
broncoespasme	
broncoespirometria	
broncopatia	
broncopneumònia	
broncoscopi	
broncoscòpia	
bronqui	
bronquièctasi	
bronquina	
bronquíol	
bronquiopatia	
bronquitis	
brontosaure	
bronze	
bronzejat	
broquer	
broquet	
broqueta	
broqueta moruna	
bròquil	
brossa	
brot	
brotxa	
brotxatge	
brou	caldo
bruc	
brucel·losi	
brucita	
bruguerar	
bruixa	bruxa
bruixeria	
brúixola	
bruixot	
brull	
bruneiès	
brunyidor	
brunyiment	
brunzidor	
brunzit	
brusa	
brusquedat	
brutalitat	
brutícia	
bruxisme	
bua	
buba	
bubó	
buc	
bucaner	
bucle	
buda	
budell	
budisme	
budista	
buf	
bufa	
bufada	
bufador	
búfal	
búfala	
bufanda	cachecol
bufat	
bufet	
bufeta	
bufetada	bofetada
bufit	
bufó	
bufonada	
bugada	
bugader	
bugaderia	
bugia	
buidatge	
buidor	
buina	
buirac	aljava
buit	
bujarró	
bulb	
buldog	
buldòzer	
buleria	
bulevard	
búlgar	búlgaro
búlgar	búlgaro
bulímia	
bullabessa	
bullícia	
bullidor	
bulliment	
bullit	
bumerang	
buna	
bungalow	
búnquer	
bunyol	
bunyoleria	
BUP	
burca	
bureta	
burg	
burgalès	
burgès	
burgesia	
búrgul	
burí	
burilla	
burka	
burkinès	
burla	
burlador	
buró	
burocràcia	
buròcrata	
burocratització	
burofax	burofax
burrínid	
burro	
burundès	
burxada	
burxador	
bus	
bus de la llengua	
busseig	
bussejador	
bust	busto
bústia	
butà	
butaca	
butacó	
butandiè	
butaner	
butil	
butirat	
butiratoesterasa	
butlla	
butlleta	
butlleta d'estat	
butlletí	
butllofa	
butxaca	bolso
bypass	
byte	
c	
ca	
CA	
CAB	
cabal	
càbala	
cabal comunitari	
cabalímetre	
cabana	
cabanya	
cabanyal	
cabaret	
cabàs	
cabdell	
cabdill	
cabdillatge	
cabdillisme	
cabeça d'alls	
cabell	
cabellera	
cabells llargs	
cabestre	
cabestrell	
cabildo	
cabina	
cabiró	
cabirol	
cable	
cablegrama	
caboixó	
cabota	
cabotatge	
cabra	cabra
cabra salvatge	
cabreig	
cabrer	
cabrestant	
cabreta	
càbria	
cabriola	
cabriolé	
cabrit	
cabritilla	
cabró	
cabuda	
cabussament	
CAC	
caça	caça
caça	caça
caça bombarder	
caçador	
caçador furtiu	
caça furtiva	
caçamines	
cacatua	
cacau	
cacauet	
cacera	
cacic	
caciquisme	
cacofonia	
cactus	
cadafal	
cadastre	
cadàver	cadáver
cadell	
cadell d'ós	
cadena	cadeia
cadena de televisió	
cadena nacional	
cadena perpètua	
cadenat	
cadència	
cadeneta	
cadernera	
cadet	
cadira	cadeira
cadira de braços	
cadira de rodes	
cadirat	
cadiratge	
cadista	
cadmi	cádmio
caducitat	
cafè	
cafeïna	
cafetera	
cafeteria	
cafís	
cagadora	
cagaferro	
caganiu	
caiac	
caiguda	
caiman	
caipirinha	
caire	
caixa	
caixa de canvis	
caixa del canvi	
caixa d'estalvis	
caixa enregistradora	
caixa forta	
caixa sifònica	
caixer	
caixet	
caixetí	
caixmir	
caixmiri	
cala	
calabós	
calabrès	
calador	
calafat	
calaix	gaveta
calamar	
calamaró	
calamarsa	
calamarsada	
calamarsó	
calamitat	
calandratge	
calat	
calavera	
calc	
calç	cal
calça	
calçada	
calçador	
calcani	
calçapeu	
calcària	
